zone,state,lga,sector,ea,hhid,interviewer_id,wt_round7,wt_r7panel,s5q1f,s5q1f_os,s5q1g,s5q1h,s5q1h_os,s5q1i,s5q1i_os,s5q1j,s5q1k,s5q1k_os,s5q1l,s5q1m,s5q1m_os,s5q1c,s5q1d,s5q1e,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s9q4,s9q5,s9q6__1,s9q6__2,s9q6__3,s9q6__4,s9q6__5,s9q6__6,s9q6__96,s9q6_os,s9q7,s9q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
3. North West,20. Katsina,2003. BATSARI,2. Rural,1390,209007,21,77971.13119931085,91318.47631795783,"13. SURFACE WATER (RIVER, STREAM, POND, DAMN, CANAL)",,"2. NO, ALWAYS SUFFICIENT",,,"13. SURFACE WATER (RIVER, STREAM, POND, DAMN, CANAL)",,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T20:56:05
3. North West,20. Katsina,2003. BATSARI,2. Rural,1390,209012,4,46850.49438791309,56814.775331433026,"13. SURFACE WATER (RIVER, STREAM, POND, DAMN, CANAL)",,"2. NO, ALWAYS SUFFICIENT",,,"13. SURFACE WATER (RIVER, STREAM, POND, DAMN, CANAL)",,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,1. YES,1,1,1,0,1,1,1,KATSINA STATE GOVERNOR,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T16:58:49
3. North West,20. Katsina,2009. DANJA,2. Rural,144,209014,19,15183.785504059615,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,3. About half of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",30,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,1,2020-11-08T07:38:59
3. North West,20. Katsina,2009. DANJA,2. Rural,144,209018,4,20748.53825009927,23184.733598122548,8. PROTECTED SPRING,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,5. None of the time,3. About half of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,2. NO,12. NOT FARMING SEASON,,"2. MINING, MANUFACTURING",4. As an employee for a private company or another individual (not household member),,50,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,4. Not a threat at all,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,1,2020-11-16T08:21:32
3. North West,20. Katsina,2009. DANJA,2. Rural,144,209020,12,30320.700322056626,39511.61515435562,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",10,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,1,1,1,1,0,1,1,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-17T09:54:15
3. North West,20. Katsina,2009. DANJA,2. Rural,144,209022,4,9452.826608448333,9144.06407611189,6. PROTECTED DUG WELL,,"1. YES, AT LEAST ONCE",3. UNABLE TO ACCESS COMMUNAL SOURCES,,6. PROTECTED DUG WELL,,2. NO,7. CANNOT AFFORD IT,,2. NO,10. CANNOT AFFORD IT,,4. Some of the time,3. About half of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,56,2. NFE WAS OPERATING AT ROUND 6,,2. Temporarily closed,4. CAN'T GET INPUTS,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T13:45:35
3. North West,20. Katsina,2010. DAURA,2. Rural,946,209028,19,27503.22286758537,30208.897506214453,4. PUBLIC TAP/STANDPIPE,,"1. YES, AT LEAST ONCE",1. WATER SUPPLY NO LONGER AVAILABLE,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),SHE IS MOURNING HER HUSBAND,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,3. HAUSA,,1. YES,0,2020-11-07T11:13:25
3. North West,20. Katsina,2010. DAURA,2. Rural,946,209030,1,23353.03801849029,28451.700339308667,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,84,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-13T10:14:06
3. North West,20. Katsina,2010. DAURA,2. Rural,946,209031,19,56635.23510794496,61555.161194614484,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,1. All of the time,3. About half of the time,4. FOUR,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. As an employee for a private company or another individual (not household member),,3,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,0,1,0,0,0,0,0,0,0,,4. Not a threat at all,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T18:13:48
3. North West,20. Katsina,2010. DAURA,2. Rural,946,209033,13,19888.997017354668,19835.98516700507,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,28,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-07T10:23:29
3. North West,20. Katsina,2016. JIBIA,1. Urban,408,209041,12,26479.61700044058,40160.92040599423,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,3. About half of the time,5. None of the time,2. TWO,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,2. NO,,,,,,1. YES,1. APPLY TO PROSPECTIVE EMPLOYERS,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,1. YES,1. Open,,,,TAILORING,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,3. HAUSA,,1. YES,0,2020-11-11T16:50:24
3. North West,20. Katsina,2016. JIBIA,1. Urban,408,209042,13,38881.905403484576,50884.04067463663,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,2. Most of the time,2. TWO,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT ROUND 6,,3. Permanently closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-07T14:45:21
3. North West,20. Katsina,2016. JIBIA,1. Urban,408,209043,1,23443.353419193954,26988.591081235787,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,5. As an employee for the government,,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-16T20:25:50
3. North West,20. Katsina,2016. JIBIA,1. Urban,408,209046,12,43066.282817893305,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"1. YES, AT LEAST ONCE",1. WATER SUPPLY NO LONGER AVAILABLE,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. As an employee for a private company or another individual (not household member),,21,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,5,3. HAUSA,,1. YES,0,2020-11-11T11:18:05
3. North West,20. Katsina,2016. JIBIA,1. Urban,408,209047,1,15665.16322927602,16628.02127230078,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,30,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T12:59:02
3. North West,20. Katsina,2016. JIBIA,1. Urban,408,209048,21,12214.049435095478,,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,8,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-08T17:30:56
3. North West,20. Katsina,2016. JIBIA,2. Rural,2102,209056,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-11-19T13:16:06
3. North West,20. Katsina,2021. KATSINA,1. Urban,2086,209063,13,47647.458030850044,46114.52581893312,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,23,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,1,2020-11-13T06:44:42
3. North West,20. Katsina,2021. KATSINA,1. Urban,2086,209067,19,38864.66057387449,34838.321015052315,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,3. THREE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS","6. As an apprentice, trainee, intern",,3,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-13T08:01:50
3. North West,20. Katsina,2021. KATSINA,1. Urban,2086,209069,4,37294.993467096814,35821.1611687455,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,18,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T14:09:08
3. North West,20. Katsina,2021. KATSINA,1. Urban,2086,209071,21,40209.74234806884,38099.92018786526,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",70,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-12T13:01:42
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209075,4,54802.88847901057,54829.77257545608,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,70,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T12:55:08
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209078,19,53555.43793127949,50915.21856039758,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,2. Most of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,20,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,3. HAUSA,,1. YES,0,2020-11-10T15:25:42
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209079,13,26549.196948716162,29432.84617347847,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,4. Some of the time,5. None of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,6,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3. Not too worried,1,0,0,0,0,0,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-13T07:12:43
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,13,21702.853666789626,20879.059005000938,11. TANKER TRUCK/WATER VENDOR,,"1. YES, AT LEAST ONCE",2. WATER SUPPLY REDUCED,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,35,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Somewhat worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-07T15:13:29
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209083,12,36826.69330093643,38208.0633150744,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,4. CAN'T GET INPUTS,,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T10:43:18
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209085,19,74425.56942345829,78588.84364993052,11. TANKER TRUCK/WATER VENDOR,,"1. YES, AT LEAST ONCE",1. WATER SUPPLY NO LONGER AVAILABLE,,"13. SURFACE WATER (RIVER, STREAM, POND, DAMN, CANAL)",,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-12T06:45:07
