zone,state,lga,sector,ea,hhid,pnumber_id,nbhhme,s1q13,s1q15,s1q15_os
1. North Central,22. Kogi,2216. OKEHI,1. Urban,428,220026,3,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,428,220026,4,,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,0,220029,1,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,0,220029,2,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,0,220029,3,3,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220054,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220054,2,5,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220054,3,,2. NO,,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220055,1,4,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220055,2,2,1. YES,1. HEAD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220055,3,,2. NO,,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220059,1,4,1. YES,1. HEAD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220059,2,,2. NO,,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220059,3,,2. NO,,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220060,1,9,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220060,2,,2. NO,,
1. North Central,22. Kogi,2220. YAGBA EAST,1. Urban,1296,220060,3,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220111,1,4,1. YES,7. BROTHER/SISTER,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220111,2,5,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220111,3,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220112,1,3,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220112,2,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220112,3,4,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220115,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220115,2,3,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220115,3,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220115,4,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220118,1,401,1. YES,6. GRANDCHILD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220118,2,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220118,3,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220118,4,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220120,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220120,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220120,3,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,266,220120,4,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229003,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229003,2,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229005,1,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229005,2,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229010,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229010,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229010,3,,2. NO,,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229010,4,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229011,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229011,2,2,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2203. ANKPA,2. Rural,2578,229011,3,,2. NO,,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229018,1,3,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229018,2,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229018,3,,2. NO,,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229020,1,4,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229020,2,4,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229020,3,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229020,4,,2. NO,,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229021,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229021,2,,2. NO,,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229021,3,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229024,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229024,2,,2. NO,,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,642,229025,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,642,229025,2,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229037,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229037,2,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229041,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229041,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229041,3,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229042,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229042,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229042,3,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229044,1,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229044,2,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229044,3,3,1. YES,10. PARENT,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229046,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229046,2,3,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229046,3,2,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229046,4,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229047,1,1,1. YES,10. PARENT,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229047,2,,2. NO,,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229048,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229048,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2213. MOPAMURO,1. Urban,100,229048,3,,2. NO,,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229049,1,2,1. YES,6. GRANDCHILD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229049,2,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229049,3,,2. NO,,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229050,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229050,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229050,3,,2. NO,,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229053,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229053,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229053,3,,2. NO,,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229057,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229057,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229057,3,,2. NO,,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229060,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229060,2,2,1. YES,2. SPOUSE,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229060,3,7,1. YES,7. BROTHER/SISTER,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,270,229060,4,,2. NO,,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,588,229066,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2216. OKEHI,1. Urban,588,229066,2,,2. NO,,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229087,1,1,1. YES,1. HEAD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229087,2,9,1. YES,3. OWN CHILD,
1. North Central,22. Kogi,2208. IGALAMELA-ODOLU,2. Rural,194,229087,3,,2. NO,,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230014,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230014,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230014,3,,2. NO,,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230014,4,,2. NO,,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230015,1,2,1. YES,1. HEAD,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230015,2,,2. NO,,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230017,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230017,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230017,3,,2. NO,,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230018,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230018,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2307. ILORIN SOUTH,1. Urban,2316,230018,3,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230072,1,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230072,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230072,3,,2. NO,,
1. North Central,23. Kwara,2919. ILESA WEST,1. Urban,0,230075,1,1,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2919. ILESA WEST,1. Urban,0,230075,2,2,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2919. ILESA WEST,1. Urban,0,230075,3,3,1. YES,1. HEAD,
1. North Central,23. Kwara,2919. ILESA WEST,1. Urban,0,230075,4,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230076,1,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230076,2,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230076,3,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230077,1,101,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230077,2,1,1. YES,9. BROTHER/SISTER-IN-LAW,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230078,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230078,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230078,3,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230078,4,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230078,5,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230080,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230080,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230080,3,3,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230080,4,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,322,230080,5,,2. NO,,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230086,1,2,1. YES,1. HEAD,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230086,2,3,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230086,3,,2. NO,,
6. South West,29. Osun,2916. IFELODUN (OSUN),1. Urban,0,230088,1,1,1. YES,1. HEAD,
6. South West,29. Osun,2916. IFELODUN (OSUN),1. Urban,0,230088,2,101,1. YES,3. OWN CHILD,
6. South West,29. Osun,2916. IFELODUN (OSUN),1. Urban,0,230088,3,,2. NO,,
6. South West,29. Osun,2916. IFELODUN (OSUN),1. Urban,0,230088,4,,2. NO,,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230089,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230089,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230089,3,,2. NO,,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230090,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230090,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230090,3,,2. NO,,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230090,4,,2. NO,,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,516,230090,5,101,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239001,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239001,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239001,3,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239003,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239003,2,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239003,3,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239006,1,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239006,2,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239007,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239007,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239007,3,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239007,4,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,68,239007,5,,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239013,1,401,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239013,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239013,3,2,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239013,4,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239013,5,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239023,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239023,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239023,3,,2. NO,,
1. North Central,23. Kwara,2303. EDU,2. Rural,828,239023,4,,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239029,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239029,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239029,3,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239030,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239030,2,2,1. YES,6. GRANDCHILD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239030,3,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239032,1,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239032,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239032,3,,2. NO,,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239036,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239036,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2304. EKITI,2. Rural,432,239036,3,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239039,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239039,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239039,3,,2. NO,,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239039,4,,2. NO,,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239043,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239043,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239043,3,,2. NO,,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239043,4,,2. NO,,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239047,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239047,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239047,3,,2. NO,,
1. North Central,23. Kwara,2305. IFELODUN (KWARA),2. Rural,174,239047,4,,2. NO,,
1. North Central,23. Kwara,2306. ILORIN EAST,1. Urban,78,239053,1,,2. NO,,
1. North Central,23. Kwara,2306. ILORIN EAST,1. Urban,78,239053,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239061,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239061,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239061,3,,2. NO,,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239065,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239065,2,3,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239065,3,4,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239065,4,,2. NO,,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239070,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,88,239070,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239076,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239076,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239076,3,,2. NO,,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239077,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239077,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239077,3,,2. NO,,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239078,1,1,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239078,2,1,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239083,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239083,2,,2. NO,,
1. North Central,23. Kwara,2308. ILORIN WEST,1. Urban,5126,239083,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239086,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239086,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239086,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239086,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239087,1,3,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239087,2,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239087,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239087,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239087,5,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239088,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239088,2,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239088,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239089,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239089,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239089,3,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239089,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239090,1,3,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239090,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239090,3,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239090,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239090,5,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239093,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239093,2,2,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239095,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239095,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239095,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239095,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,740,239095,5,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239097,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239097,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239097,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239103,1,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239103,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239103,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239106,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239106,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239106,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239108,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239108,2,2,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),1. Urban,1224,239108,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239110,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239110,2,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239110,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239113,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239113,2,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239113,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239113,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239114,1,1,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239114,2,2,1. YES,3. OWN CHILD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239114,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239114,4,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239116,1,4,1. YES,1. HEAD,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239116,2,1,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239116,3,,2. NO,,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239117,1,1,1. YES,2. SPOUSE,
1. North Central,23. Kwara,2309. IREPODUN (KWARA),2. Rural,1574,239117,2,1,1. YES,2. SPOUSE,
