zone,state,lga,sector,ea,hhid,baseline_date,interviewer_id,wt_round2,s2q0a,s2q0b,s5q1e,s5q1f,s5q1f_os,s5q1a,s5q1a1,s5q1a1_os,s5q1b,s5q1b1,s5q1b1_os,s5q1c,s5q1d,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q6,s5q7__1,s5q7__2,s5q7__3,s5q7__4,s5q7__5,s5q7__6,s5q7__7,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q8d__1,s6q8d__2,s6q8d__3,s6q8d__4,s6q8e,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q12,s6q13,s6q14,s6q14_os,s6q15__1,s6q15__2,s6q15__3,s6q15__4,s6q15__5,s6q15__6,s6q15__96,s6q15_os,s6q15a,s6q15b__1,s6q15b__2,s6q15b__3,s6q15b__4,s6q15b__5,s6q15b__6,s6q15b__96,s6q15b_os,s6q16,s6q17,s6q18_1,s6q18_2,s6q18_3,s6q18_os,s6q19,s6q20__1,s6q20__2,s6q20__3,s6q20__4,s6q20__5,s6q20__6,s6q20__7,s6q20__96,s6q20_os,s6q21a__1,s6q21a__2,s6q21a__3,s6q21a__4,s6q21a__5,s6q21a__6,s6q21a__7,s6q21a__8,s6q21a__96,s6q21a_os,s6q21b__1,s6q21b__2,s6q21b__3,s6q21b__4,s6q21b__5,s6q21b__6,s6q21b__7,s6q21b__8,s6q21b__96,s6q21b_os,s6q22__1,s6q22__2,s6q22__3,s6q22__4,s6q22__5,s6q22__6,s6q22__96,s6q22_os,s6q23,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10a,s12q10_os,s12q11,s12q14
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309061,April 28,14,109475.3,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",2. In a non-farm business operated by a household member,,,,,,,,,,,,2. NO,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1124. YAM,9999. OTHER CROP (SPECIFY),,"pepper,okro",3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,1,4. YORUBA,2. NO,,0,2020-06-02T19:49:58
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309065,April 26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-06-12T19:31:16
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309074,April 20,22,13177.771236175475,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,5. INCREASE IN PRICE,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,0,0,0,1,0,0,1,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,1. YES,2. WITHIN ONE MONTH,96. OTHER (SPECIFY),NO FINANCE TO FARM,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,1. YES,2,5,101,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1020. CASSAVA,1080. MAIZE,1124. YAM,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,1,LACK OF FINANCE TO OPERATE THE FARM,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,1,2020-06-10T12:43:50
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309075,May 07,5,17979.51544207721,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),1. YES,,,,42,2. Same number of hours,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. Higher,,,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,1,0,0,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,3,2020-06-10T16:36:41
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309076,May 01,22,19475.62051145685,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,5. INCREASE IN PRICE,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,1,1,1,0,,1. YES,0,1,0,0,0,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-03T11:30:22
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309077,April 27,5,15607.987762711395,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,1,1,0,1,1,1,1,0,,1. YES,1,0,0,1,0,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,2. NO,2. PREVIOUS BUSINESS / JOB CLOSED FOR ANOTHER REASON,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-06T12:53:23
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309081,April 30,14,18268.12378873391,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,1,0,0,1,0,0,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,interstate travel ban is also affecting the business.,2. NO,,,,,,,,,1. YES,,9999. OTHER CROP (SPECIFY),,,"cocoa yam, sweet potatoes, vegetables.",3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,2. NO,,0,2020-06-09T13:20:58
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309083,May 06,5,10038.863136986995,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,2. NO,1. YES,98. DON'T KNOW,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,1020. CASSAVA,,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,0,0,1,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-10T16:06:24
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309084,April 28,22,12936.810159484176,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,1,1,1,0,,1. YES,0,0,0,0,0,0,1,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,1. YES,2,,,,2. NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,3. NO COSTUMERS / FEWER CUSTOMERS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,0,0,0,,1. YES,,1080. MAIZE,1090. MELON/EGUSI,1060. GROUND NUT/PEANUTS,,1. YES,0,0,0,0,0,1,0,0,,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-03T08:59:15
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309085,May 01,8,9538.41119686479,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. Higher,,,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,1. YES,1,1,0,0,0,0,0,,1. YES,,1124. YAM,1080. MAIZE,9999. OTHER CROP (SPECIFY),Sweet potatoes,1. YES,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,2,4. YORUBA,1. YES,,0,2020-06-07T19:27:48
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309088,May 06,4,34192.27087144809,2. NO,1. YES,"1. YES, AT LEAST ONCE",10. CANNOT AFFORD IT,,1. YES,,,1. YES,,,1. All of the time,2. Most of the time,2. NO,,,,1. YES,1. YES,0,0,1,1,1,1,1,0,,1. YES,1,1,1,1,1,1,1,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",2. The same,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,1,1,1,1,1,1,0,,1. YES,,1080. MAIZE,1010. BEANS/COWPEA,1060. GROUND NUT/PEANUTS,,1. YES,0,1,0,1,1,0,1,1,"I DELAYED FARMING, ADDED GUINEA CORN AS PART OF WHAT I INTEND TO PLANT THIS 2020 FARMING SEASON",1,1,1,1,1,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,0,2020-06-08T12:08:51
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309093,April 22,5,13409.225095254535,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,1. Open,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. Higher,,,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,1020. CASSAVA,9999. OTHER CROP (SPECIFY),Ata,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-02T15:27:09
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309096,April 30,22,9156.0932892261,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,0,1,0,1,1,0,1,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,1. Open,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,1020. CASSAVA,1124. YAM,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-11T11:54:04
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309097,April 30,22,48525.33750131798,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,1,1,1,1,1,0,0,,1. YES,0,1,1,1,1,1,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,1,0,0,,1. YES,,1020. CASSAVA,1080. MAIZE,2170. PLANTAIN,,1. YES,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,0,1,1,1,0,0,0,,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,0,0,0,0,0,1,0,0,0,1,0,1,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-12T17:06:36
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309099,April 30,8,64248.03875591962,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,1,1,1,0,0,,2. NO,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,1. Open,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,1. YES,1,1,0,0,0,0,0,,1. YES,,1020. CASSAVA,1080. MAIZE,1124. YAM,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-10T15:33:12
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309103,April 24,8,79780.97054030214,1. YES,1. YES,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,1. YES,2,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,No customers,1. YES,1,1,0,0,0,0,0,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1020. CASSAVA,1080. MAIZE,9999. OTHER CROP (SPECIFY),cocoa,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,Cow destroyed all the  previous crops he planted,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-04T08:33:11
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309105,May 11,5,63704.40350141551,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",2. The same,,,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,1020. CASSAVA,9999. OTHER CROP (SPECIFY),Vegetable,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-10T09:52:41
6. South West,30. Oyo,3028. ORIRE,2. Rural,136,309112,May 08,14,5196.814711297891,2. NO,2. NO,"1. YES, AT LEAST ONCE",3. UNABLE TO ACCESS COMMUNAL SOURCES,,2. NO,7. CANNOT AFFORD IT,,2. NO,2. WATER SUPPLY REDUCED,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,2. NO,1. YES,98. DON'T KNOW,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),2. NO,3. No payment,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1080. MAIZE,1020. CASSAVA,1124. YAM,,1. YES,0,0,0,1,0,0,0,0,,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,2. NO,,0,2020-06-06T16:01:33
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309126,April 22,5,23306.412374099305,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,4. Some of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,1,1,1,1,1,0,0,,1. YES,1,0,0,1,0,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,2. NO,1. PREVIOUS BUSINESS / JOB CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1020. CASSAVA,1080. MAIZE,9999. OTHER CROP (SPECIFY),Water Melon,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,0,1,1,1,1,1,0,1,1,0,0,0,1. COMPLETE,1,4. YORUBA,1. YES,,0,2020-06-05T16:41:08
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309137,April 21,22,52741.45333355962,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,1. YES,2. NO,1. LACK OF MONEY,,1. YES,1. YES,1,1,0,1,1,1,0,0,,1. YES,1,0,0,1,1,1,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,1. YES,102,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,1. YES,0,1,0,1,0,0,0,,1. YES,,1080. MAIZE,1020. CASSAVA,9999. OTHER CROP (SPECIFY),VEGETABLES,1. YES,0,0,1,0,0,1,0,1,MIXED CROPING,1,1,1,0,0,0,1,1,1,LOW TURN OUT FROM THE CONSUMER,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-11T11:27:41
