zone,state,lga,sector,ea,hhid,source_cd,s7q1
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159071,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159071,8. PENSION,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159072,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159072,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159072,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159072,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159072,8. PENSION,1. YES
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159073,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159073,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159073,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159073,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159073,8. PENSION,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159074,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159074,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159074,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159074,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159074,8. PENSION,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159076,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159076,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159076,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159076,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159076,8. PENSION,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159078,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159078,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159078,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159078,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159078,8. PENSION,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159082,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159082,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159082,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159082,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159082,8. PENSION,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159083,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159083,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159083,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159083,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159083,8. PENSION,2. NO
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159093,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159093,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159093,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159093,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159093,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159096,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159096,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159096,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159096,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159096,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159097,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159097,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159097,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159097,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159097,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159098,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159098,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159098,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159098,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159098,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159101,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159101,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159101,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159101,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159101,8. PENSION,1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159102,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159102,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159102,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159102,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159102,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159105,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159105,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159105,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159105,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159105,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159107,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159107,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159107,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159107,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159107,8. PENSION,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160001,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160001,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160001,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160001,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160001,8. PENSION,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160002,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160002,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160002,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160002,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160002,8. PENSION,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160003,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160003,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160003,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160003,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160003,8. PENSION,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160004,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160004,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160004,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160004,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160004,8. PENSION,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160005,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160005,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160005,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160005,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160005,8. PENSION,1. YES
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160006,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160006,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160006,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160006,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160006,8. PENSION,1. YES
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160008,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160008,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160008,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160008,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160008,8. PENSION,2. NO
4. South East,16. Imo,1620. ONO-IMO,2. Rural,0,160010,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1620. ONO-IMO,2. Rural,0,160010,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1620. ONO-IMO,2. Rural,0,160010,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1620. ONO-IMO,2. Rural,0,160010,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1620. ONO-IMO,2. Rural,0,160010,8. PENSION,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160018,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160018,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160018,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160018,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160018,8. PENSION,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160036,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160036,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160036,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160036,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160036,8. PENSION,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160041,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160041,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160041,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160041,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1622. ORSU,1. Urban,136,160041,8. PENSION,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160051,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160051,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160051,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160051,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160051,8. PENSION,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160057,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160057,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160057,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160057,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1613. NJABA,2. Rural,440,160057,8. PENSION,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160145,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160145,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160145,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160145,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160145,8. PENSION,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160146,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160146,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160146,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160146,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160146,8. PENSION,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160147,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160147,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160147,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160147,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160147,8. PENSION,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160150,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160150,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160150,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160150,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160150,8. PENSION,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160152,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160152,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160152,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160152,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1605. IDEATO NORTH,2. Rural,180,160152,8. PENSION,2. NO
4. South East,16. Imo,1601. ABOH MBAISE,2. Rural,2484,169004,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1601. ABOH MBAISE,2. Rural,2484,169004,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1601. ABOH MBAISE,2. Rural,2484,169004,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1601. ABOH MBAISE,2. Rural,2484,169004,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1601. ABOH MBAISE,2. Rural,2484,169004,8. PENSION,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169017,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169017,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169017,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169017,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169017,8. PENSION,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169018,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169018,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169018,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169018,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169018,8. PENSION,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169021,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169021,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169021,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169021,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1602. AHIAZU MBAISE,2. Rural,234,169021,8. PENSION,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169026,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169026,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169026,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169026,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169026,8. PENSION,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169027,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169027,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169027,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169027,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169027,8. PENSION,1. YES
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169033,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169033,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169033,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169033,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169033,8. PENSION,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169035,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169035,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169035,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169035,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169035,8. PENSION,2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169040,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169040,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169040,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169040,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169040,8. PENSION,2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169044,4. REMITTANCES FROM ABROAD,2. NO
4. South East,16. Imo,1608. IKEDURU,2. Rural,1480,169044,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
