zone,state,lga,sector,ea,hhid,interviewer_id,wt_round6,wt_r6panel,s2q0a,s2q0b,s3aq1,s3aq2,s3aq3,s3aq4,s3aq5,s3aq6__1,s3aq6__2,s3aq6__3,s3aq7,s3aq8__1,s3aq8__2,s3aq8__3,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,filter,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s9aq1,s9aq2,s9aq3__1,s9aq3__2,s9aq3__3,s9aq3__4,s9aq3__5,s9aq3__6,s9aq3__96,s9aq3_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,2,15641.864307991214,14843.709120517358,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,2. WITHIN ONE MONTH,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,4. CONSTRUCTION,,,,,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,96. OTHER (SPECIFY),dueto price increment,1. YES,1,1,1,1,0,0,1,1,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-14T18:28:53
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,15,15036.667510119258,16069.299273969666,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,14,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-09T20:13:09
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,15,15578.143741120715,20323.00863657351,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",40,15,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T20:44:33
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149018,2,23702.31073325376,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,3. WITHIN THREE MONTHS,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T10:28:36
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,2,16035.149603463684,20987.296175326945,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1,0,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,14,14,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,1,1,1,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T10:42:54
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,6,10577.750625889916,12040.010042954711,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,1.5,6,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,4. No revenue from sales currently,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,1,1,1,1,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,1. ENGLISH,,,0,2020-10-09T10:44:11
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,6,10717.581302759882,13000.48843711356,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,66,66,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-13T19:26:01
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,15,11063.714736242016,,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,24,48,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,0,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-14T20:58:44
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,2,13340.461548416723,15045.427522614747,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,,3,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-11T20:30:16
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,6,13187.976337712123,16615.135145603,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,25,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,0,1,0,0,0,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-10T20:19:02
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,2,13571.487941877438,15265.10786117075,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,8,8,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-09T21:26:07
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,2,20862.4494188167,20496.273982665753,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",27,45,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,1. YES,1,1,0,1,0,1,0,0,0,0,0,0,0,2. NO,2. NO,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-12T15:07:55
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,2,2701.159719584895,2972.136211085864,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,2. NO,,,,4. TEMPORARILY LAID OFF/LEAVE OF ABSENCE (FURLOUGHED),,2. NO,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,2. NO,2. NO,0,1,1,0,0,0,1,too afraid,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T21:43:26
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,6,4204.9991882821805,3713.124556158408,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",5. As an employee for the government,,40,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-16T08:16:49
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,17,4204.9991882821805,3713.124556158408,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Vehicle used for work as a Driver is faulty,,,,,,,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-23T21:27:49
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,15,2701.159719584895,2972.136211085864,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,8. PUBLIC ADMINISTRATION,5. As an employee for the government,,40,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,0,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-10-12T09:58:43
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,15,2150.9317520217696,2600.5123877602073,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",5. As an employee for the government,,24,35,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,1,1,0,1,1,1,0,0,2. NO,2. NO,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-13T16:36:56
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,15,2150.9317520217696,2600.5123877602073,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",5. As an employee for the government,,40,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,0,1,1,1,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-15T15:40:12
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,1,1911.515785589493,2130.3205686536,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,36,36,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,1. YES,1,1,1,1,1,1,1,1,0,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-13T19:39:08
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,2,15018.940660256461,17905.3930990033,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",1. In your own non-farm business,,7,3,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,1. YES,1,1,1,1,1,0,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-14T14:52:59
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. REFUSED,,,,,,2020-10-16T21:20:52
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149085,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-10-24T18:55:27
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-10-24T18:54:42
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,15,15035.26877976993,20452.83755118066,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",40,28,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,1. YES,1,1,1,1,0,0,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-16T14:56:17
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,22,17399.207354165155,18350.048805137543,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,30,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,3,2. PIDGIN,,1. YES,0,2020-10-10T08:53:22
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,6,23572.657071528825,28511.615869455654,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,1,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,4,4,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,3,2020-10-19T08:01:42
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,6,21985.650433224244,22545.919401844418,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,47,47,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,1,1,1,1,0,1,1,1,0,0,0,0,1. YES,2. NO,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-13T12:15:51
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,2,5412.664490144138,6787.25614087556,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,2. NO,3. NOT SURE,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T10:52:11
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149110,6,13433.063571156243,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),raining season,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,3. NOT SURE,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,0,2020-10-16T18:32:31
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,15,21679.481417695803,,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",48,48,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-14T09:50:29
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,6,10285.965961184998,10931.964109724606,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,15,42,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-10T21:05:07
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,2,13480.43905320137,14406.198005284154,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,21,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,0,1,1,1,1,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,7,5. IGBO,,,0,2020-10-13T17:35:08
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,15,16995.833011933846,17405.96741156739,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,1,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",24,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,1,1,0,0,0,1,The respondent said God is in control,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,7,5. IGBO,,,0,2020-10-09T20:31:22
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,2,41511.59279433103,40006.050500025274,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,12,12,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,1,1,0,0,0,1,too afraid of it,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T13:23:15
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,6,30547.90532119134,32645.759605229236,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",9,20,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,96. OTHER (SPECIFY),we are feeding from it,1. YES,1,0,1,1,0,0,1,1,0,1,1,0,0,1. YES,2. NO,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-09T11:35:54
