zone,state,lga,sector,ea,hhid,indiv,s2q2,s2q3,s2q4,s2q4_os,s2q5,s2q6,s2q7a,s2q7,s2q7_os,s2q8,s2q8_os,s2q9,s2q9_os
4. South East,16. Imo,1610. ISU,2. Rural,776,169073,4,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169076,1,2. NO,1. YES,,,1. MALE,66,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169076,2,2. NO,1. YES,,,2. FEMALE,61,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169076,3,2. NO,1. YES,,,1. MALE,13,1. YES,4. STEP CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169076,101,2. NO,1. YES,,,1. MALE,25,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169078,1,2. NO,1. YES,,,1. MALE,33,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169078,2,2. NO,1. YES,,,2. FEMALE,40,1. YES,7. BROTHER/SISTER,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169078,101,2. NO,1. YES,,,2. FEMALE,21,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169078,102,2. NO,1. YES,,,2. FEMALE,4,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169079,1,2. NO,1. YES,,,1. MALE,76,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169079,2,2. NO,1. YES,,,2. FEMALE,68,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169079,3,2. NO,2. NO,4. LEFT TO FIND BETTER LAND,,,,1. YES,,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169079,4,2. NO,1. YES,,,2. FEMALE,35,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169079,5,2. NO,1. YES,,,1. MALE,33,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169083,1,2. NO,1. YES,,,2. FEMALE,52,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169083,2,2. NO,1. YES,,,1. MALE,60,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169083,3,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169083,4,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169085,1,2. NO,1. YES,,,2. FEMALE,83,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169085,401,1. YES,,,,2. FEMALE,56,1. YES,3. OWN CHILD,,7. MOVED IN WITH PARENT OR RELATIVE,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,1,2. NO,1. YES,,,1. MALE,69,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,2,2. NO,1. YES,,,2. FEMALE,44,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,3,2. NO,1. YES,,,1. MALE,23,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,4,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,5,2. NO,1. YES,,,2. FEMALE,18,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,6,2. NO,1. YES,,,1. MALE,15,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169088,7,2. NO,1. YES,,,1. MALE,12,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169091,1,2. NO,1. YES,,,1. MALE,75,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169091,2,2. NO,1. YES,,,2. FEMALE,56,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169091,5,2. NO,1. YES,,,2. FEMALE,9,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,1,2. NO,1. YES,,,1. MALE,46,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,2,2. NO,1. YES,,,2. FEMALE,38,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,3,2. NO,1. YES,,,1. MALE,14,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,4,2. NO,1. YES,,,1. MALE,12,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,5,2. NO,1. YES,,,1. MALE,10,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,6,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,7,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169095,8,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169101,1,2. NO,1. YES,,,1. MALE,33,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169101,2,2. NO,1. YES,,,2. FEMALE,29,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169101,3,2. NO,1. YES,,,1. MALE,4,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169101,4,2. NO,1. YES,,,2. FEMALE,1,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169101,101,2. NO,1. YES,,,2. FEMALE,22,1. YES,9. BROTHER/SISTER-IN-LAW,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169104,1,2. NO,1. YES,,,2. FEMALE,61,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169104,3,2. NO,1. YES,,,2. FEMALE,9,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169104,101,2. NO,1. YES,,,2. FEMALE,26,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169104,102,2. NO,1. YES,,,1. MALE,30,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169105,1,2. NO,1. YES,,,2. FEMALE,68,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169105,2,2. NO,1. YES,,,2. FEMALE,31,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169105,3,2. NO,1. YES,,,1. MALE,2,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169105,201,2. NO,1. YES,,,2. FEMALE,26,1. YES,14. OTHER RELATION (SPECIFY),DAUGHTER-IN-LAW,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169108,1,2. NO,1. YES,,,2. FEMALE,48,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169108,201,2. NO,1. YES,,,2. FEMALE,25,1. YES,8. NIECE/NEPHEW,,,,,
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169108,301,2. NO,1. YES,,,1. MALE,56,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169109,1,2. NO,1. YES,,,1. MALE,68,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169109,2,2. NO,1. YES,,,2. FEMALE,50,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169109,3,2. NO,1. YES,,,1. MALE,20,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169109,101,2. NO,1. YES,,,1. MALE,14,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169112,1,2. NO,1. YES,,,1. MALE,76,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169112,2,2. NO,1. YES,,,2. FEMALE,61,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169112,3,2. NO,1. YES,,,1. MALE,31,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169112,101,2. NO,1. YES,,,1. MALE,15,1. YES,12. DOMESTIC HELP (RESIDENT),,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,1,2. NO,1. YES,,,1. MALE,59,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,2,2. NO,1. YES,,,2. FEMALE,48,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,3,2. NO,1. YES,,,1. MALE,21,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,4,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,5,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,6,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,7,2. NO,1. YES,,,1. MALE,11,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,1,2. NO,1. YES,,,1. MALE,41,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,2,2. NO,1. YES,,,2. FEMALE,40,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,3,2. NO,1. YES,,,1. MALE,8,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,4,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,5,2. NO,1. YES,,,1. MALE,4,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,6,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,101,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169121,1,2. NO,1. YES,,,1. MALE,46,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169121,2,2. NO,1. YES,,,2. FEMALE,31,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169121,3,2. NO,1. YES,,,1. MALE,21,1. YES,9. BROTHER/SISTER-IN-LAW,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169121,201,2. NO,1. YES,,,1. MALE,20,1. YES,9. BROTHER/SISTER-IN-LAW,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169121,202,2. NO,1. YES,,,2. FEMALE,65,1. YES,11. PARENT-IN-LAW,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,1,2. NO,1. YES,,,1. MALE,59,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,2,2. NO,1. YES,,,2. FEMALE,43,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,3,2. NO,1. YES,,,2. FEMALE,23,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,5,2. NO,2. NO,7. FOR MARRIAGE/ COHABITATION,,,,1. YES,,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,7,2. NO,1. YES,,,1. MALE,8,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,8,2. NO,1. YES,,,1. MALE,6,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,1,2. NO,1. YES,,,1. MALE,37,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,2,2. NO,1. YES,,,2. FEMALE,33,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,3,2. NO,1. YES,,,1. MALE,13,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,4,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,5,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,6,2. NO,1. YES,,,2. FEMALE,7,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,7,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,8,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,9,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,10,2. NO,1. YES,,,2. FEMALE,71,1. YES,10. PARENT,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169126,1,2. NO,1. YES,,,2. FEMALE,53,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169126,301,2. NO,1. YES,,,2. FEMALE,27,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169128,1,2. NO,1. YES,,,2. FEMALE,66,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169128,2,2. NO,1. YES,,,2. FEMALE,36,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169128,3,2. NO,1. YES,,,1. MALE,1,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169128,4,2. NO,1. YES,,,1. MALE,29,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169128,5,2. NO,1. YES,,,2. FEMALE,6,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169131,1,2. NO,1. YES,,,2. FEMALE,66,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169131,2,2. NO,1. YES,,,2. FEMALE,40,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169131,3,2. NO,1. YES,,,1. MALE,4,1. YES,6. GRANDCHILD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169134,1,2. NO,1. YES,,,2. FEMALE,50,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169134,2,2. NO,1. YES,,,2. FEMALE,14,1. YES,12. DOMESTIC HELP (RESIDENT),,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,1,2. NO,1. YES,,,2. FEMALE,56,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,3,2. NO,1. YES,,,2. FEMALE,29,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,4,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,5,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,101,2. NO,1. YES,,,2. FEMALE,20,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,201,2. NO,1. YES,,,1. MALE,9,1. YES,9. BROTHER/SISTER-IN-LAW,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,202,2. NO,1. YES,,,1. MALE,16,1. YES,9. BROTHER/SISTER-IN-LAW,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169142,1,2. NO,1. YES,,,2. FEMALE,60,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169142,4,2. NO,1. YES,,,2. FEMALE,27,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169142,401,1. YES,,,,1. MALE,18,1. YES,9. BROTHER/SISTER-IN-LAW,,8. SHARED ACCOMODATION,,,
4. South East,16. Imo,1622. ORSU,2. Rural,692,169142,402,1. YES,,,,2. FEMALE,21,1. YES,9. BROTHER/SISTER-IN-LAW,,8. SHARED ACCOMODATION,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169145,1,2. NO,1. YES,,,1. MALE,53,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169145,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169145,3,2. NO,1. YES,,,1. MALE,26,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169145,4,2. NO,1. YES,,,1. MALE,14,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169145,5,2. NO,1. YES,,,2. FEMALE,8,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,1,2. NO,1. YES,,,1. MALE,39,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,2,2. NO,1. YES,,,2. FEMALE,39,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,3,2. NO,1. YES,,,1. MALE,6,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,4,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,5,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,6,2. NO,1. YES,,,1. MALE,14,1. YES,12. DOMESTIC HELP (RESIDENT),,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169153,2,2. NO,1. YES,,,2. FEMALE,64,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169153,3,2. NO,1. YES,,,1. MALE,40,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169153,5,2. NO,1. YES,,,1. MALE,31,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169153,101,2. NO,1. YES,,,1. MALE,35,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169153,102,2. NO,1. YES,,,1. MALE,40,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169153,103,2. NO,1. YES,,,1. MALE,45,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169154,1,2. NO,1. YES,,,2. FEMALE,26,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169154,4,2. NO,1. YES,,,2. FEMALE,20,1. YES,7. BROTHER/SISTER,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169154,101,2. NO,1. YES,,,2. FEMALE,23,1. YES,7. BROTHER/SISTER,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169155,1,2. NO,1. YES,,,2. FEMALE,24,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169155,101,2. NO,1. YES,,,2. FEMALE,25,1. YES,7. BROTHER/SISTER,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,1,2. NO,1. YES,,,1. MALE,53,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,4,2. NO,1. YES,,,2. FEMALE,20,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,6,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,101,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,102,2. NO,1. YES,,,2. FEMALE,20,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,66,169166,201,2. NO,1. YES,,,2. FEMALE,17,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169170,1,2. NO,1. YES,,,2. FEMALE,58,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1610. ISU,2. Rural,776,169170,2,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169172,1,2. NO,1. YES,,,1. MALE,56,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169172,2,2. NO,1. YES,,,2. FEMALE,36,1. YES,2. SPOUSE,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169172,5,2. NO,1. YES,,,1. MALE,11,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169172,6,2. NO,1. YES,,,2. FEMALE,7,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. Rural,1878,169172,7,2. NO,1. YES,,,2. FEMALE,5,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169181,1,2. NO,1. YES,,,1. MALE,69,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169181,6,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169181,401,1. YES,,,,2. FEMALE,30,1. YES,3. OWN CHILD,,7. MOVED IN WITH PARENT OR RELATIVE,,,
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169202,1,2. NO,1. YES,,,2. FEMALE,38,1. YES,1. HEAD,,,,,
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169202,2,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169202,3,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169202,4,2. NO,1. YES,,,2. FEMALE,12,1. YES,3. OWN CHILD,,,,,
4. South East,16. Imo,1607. IHITTE-UBOMA,2. Rural,574,169202,5,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,1,2. NO,1. YES,,,1. MALE,59,1. YES,1. HEAD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,2,2. NO,1. YES,,,2. FEMALE,39,1. YES,2. SPOUSE,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,3,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,4,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,5,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,6,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,7,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,8,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170041,9,2. NO,1. YES,,,2. FEMALE,4,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170042,2,2. NO,1. YES,,,1. MALE,36,1. YES,1. HEAD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170042,3,2. NO,1. YES,,,2. FEMALE,24,1. YES,2. SPOUSE,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170042,4,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170042,5,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170042,6,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170042,7,2. NO,1. YES,,,2. FEMALE,4,1. YES,3. OWN CHILD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170043,1,2. NO,1. YES,,,1. MALE,61,1. YES,1. HEAD,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170043,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
3. North West,17. Jigawa,1722. MIGA,2. Rural,96,170043,5,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
