zone,state,lga,sector,ea,hhid,interviewer_id,wt_round3,wt_r3panel,s2q0a,s2q0b,s5q1a4,s5q1b4,s5q1c4__1,s5q1c4__2,s5q1c4__3,s5q1c4__4,s5q1c4__5,s5q1c4__6,s5q1a5,s5q1b5,s5q1c5__1,s5q1c5__2,s5q1c5__3,s5q1c5__4,s5q1c5__5,s5q1c5__6,s5q1a6,s5q1b6,s5q1c6__1,s5q1c6__2,s5q1c6__3,s5q1c6__4,s5q1c6__5,s5q1c6__6,s5q1a7,s5q1b7,s5q1c7__1,s5q1c7__2,s5q1c7__3,s5q1c7__4,s5q1c7__5,s5q1c7__6,s5q1a8,s5q1b8,s5q1c8__1,s5q1c8__2,s5q1c8__3,s5q1c8__4,s5q1c8__5,s5q1c8__6,s5q1c,s5q1d,s5q1e,s5q2,s5q3,s5q4,s5q4_os,filter2,s5q3a,s5q3b,s5q3c__1,s5q3c__2,s5q3c__3,s5q3c__4,s5q3c__5,s5q3c__6,s5q3c__96,s5q3c_os,s5q3d,s5q3e,s5q3f__1,s5q3f__2,s5q3f__3,s5q3f__4,s5q3f__96,s5q3f_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q11,s5q12,s5q13__1,s5q13__2,s5q13__3,s5q13__4,s5q13__96,s5q13_os,s5q13a,s5q13b__1,s5q13b__2,s5q13b__3,s5q13b__96,s5q13b_os,s5q14,s5q15,s5q16,s5q17__1,s5q17__2,s5q17__3,s5aq1,s5aq2,s5aq2_os,s5aq3__1,s5aq3__2,s5aq3__3,s5aq3__4,s5aq3__5,s5aq3__6,s5aq3__7,s5aq3__8,s5aq3__9,s5aq3__10,s5aq3__11,s5aq3__12,s5aq3__96,s5aq3_os,s5aq4,s5aq5,s5aq6a,s5aq6b,s5aq7__1,s5aq7__2,s5aq7__3,s5aq7__4,s5aq7__96,s5aq7_os,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q8f__1,s6q8f__2,s6q8f__3,s6q8f__4,s6q8f__5,s6q8f__6,s6q8f__7,s6q8f__8,s6q8f__96,s6q8f_os,s6q8g,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,s6q10_5,s6q10_6,s6q10_7,s6q10_8,s6q10_9,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s6q15a,s6q15b,s6q16a,s6aq1,s6aq1b,s6q2a,s6q2b,s6q2c,s6q2d,s6q2e,s6aq3a,s6aq4__1,s6aq4__2,s6aq4__3,s6aq4__4,s6aq4__5,s6aq4__6,s6aq4__96,s6aq4_os,s6aq3b,s6aq5__1,s6aq5__2,s6aq5__3,s6aq5__4,s6aq5__5,s6aq5__6,s6aq5__96,s6aq5_os,s6aq3c,s6aq6__1,s6aq6__2,s6aq6__3,s6aq6__4,s6aq6__5,s6aq6__6,s6aq6__96,s6aq6_os,s6aq3d,s6aq7__1,s6aq7__2,s6aq7__3,s6aq7__4,s6aq7__5,s6aq7__96,s6aq7_os,s6aq3e,s6aq8__1,s6aq8__2,s6aq8__3,s6aq8__4,s6aq8__5,s6aq8__96,s6aq8_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,filter,s12q4a,s12q4b,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,8,5005.669809761025,4794.469104329896,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,0. NONE,2. NO,,,,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,0,0,0,0,1,"No suspected cases ,no need to call",1. YES,1. YES,0,0,1,1,1,1,1,0,,2. NO,,,,,,,,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,1. RENT ALREADY DUE,"1. YES, IN FULL",,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),No money to start business/seeking alternative,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,2. NO,,,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,4. YORUBA,,1. YES,3,2020-07-09T12:53:20
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,14,2991.14615512721,2949.7489050874565,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. All of the time,2. Most of the time,0. NONE,2. NO,,,,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,0,0,0,0,1,his belief,1. YES,1. YES,0,0,0,0,1,1,0,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,1. RENT ALREADY DUE,"1. YES, IN FULL",,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),personal: he goes to check his father,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,He's into buying and selling and supply of various goods.,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1,2. NO,2. NO,1. YES,2. NO,2. NO,,,,,,,,,,,,,,,,,,,1. YES,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-07-08T10:58:54
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,5,8359.69888516013,9528.127980395675,2. NO,2. NO,2. NO,,,,,,,,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,1. All of the time,1. All of the time,5. FIVE OR MORE,2. NO,,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,1. YES,2. PERSONAL,1. PUBLIC/COMMERCIAL TRANSPORT,1,0,0,2. NO,,,,,,,,,,,,,,,,,2. RENTED,2. WITHIN ONE MONTH,,2. NO,1,1,1,0,0,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,5. ONCE RESTRICTIONS ARE LIFTED,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"Trader - Buys and sells different small things(blade, blue, dye, coconut oil)","5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",4. No revenue from sales,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-07-09T11:14:02
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289014,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,,3. REFUSED,,,,,,2020-07-15T15:12:21
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,22,101833.52591524165,109475.3,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,1,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,1,0,0,0,1,0,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,1. ONE,2. NO,,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,1. RENT ALREADY DUE,3. NO,,1,1,1,0,0,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT ROUND 2,,1. Open,,,PALM WINE TAPPER,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,1. YES,,2,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1,0,0,0,1,1,0,,,,,,,,,,,1. YES,,,,,,,,,2. NO,0,0,0,0,1,0,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,2. NO,1. AT THIS NUMBER,,1. COMPLETE,1,2. PIDGIN,,1. YES,0,2020-07-13T20:26:04
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,22,83071.70800566446,91193.22879624185,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,2. TWO,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,1,0,1,1,1,0,1,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,1. YES,2. Temporarily closed,9. SEASONAL CLOSURE,,COLA AND RAW FOOD SELLER,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,2,1. YES,,3,2. NO,2. NO,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,2. NO,1. AT THIS NUMBER,,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-07-06T12:44:33
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289020,22,68678.07726464598,67816.31752523503,2. NO,1. YES,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,5. None of the time,5. None of the time,0. NONE,2. NO,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,0,0,0,1,1,1,0,,1. YES,1. YES,,,,,,,1. YES,0,0,1,0,,1. YES,1. OFFICIAL/BUSINESS,2. PRIVATE TRANSPORT,1,1,1,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,,,,,,,,,,,,,,,,,1. YES,2,,,,,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT ROUND 2,,1. Open,,,DRIVER,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",2. The same,,,1. YES,3,1. YES,,1,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,,,,,,,,,,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-07-14T13:22:26
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289022,1,79096.65591163722,83690.76093524099,2. NO,2. NO,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,1. All of the time,1. All of the time,1. ONE,2. NO,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,0,0,1,0,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,2. WITHIN ONE MONTH,,2. NO,0,0,0,0,1,No money to pay,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,"6. As an apprentice, trainee, intern",2. NO,2. Partial payment,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,16,3. Fewer hours,1,1,1,1,1,1,1,0,0,,4. Mostly follow,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,3. Permanently closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,okada,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,1. ENGLISH,,,0,2020-07-06T11:26:58
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289028,14,9330.287082941275,,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. All of the time,1. All of the time,1. ONE,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,0,0,0,0,1,their network is poor.,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT ROUND 2,,1. Open,,,"He is a chemist, they sell prescription drugs.","9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1,2. NO,1. YES,1. YES,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. YES,,,1. COMPLETE,1,1. ENGLISH,,,0,2020-07-14T19:23:20
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289032,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,,3. REFUSED,,,,,,2020-07-14T17:31:24
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289034,5,6710.8606382214275,8978.892953662078,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. All of the time,1. All of the time,1. ONE,1. YES,1. YES,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,7. NEED TO CARE FOR ILL RELATIVE,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,2. Temporarily closed,8. NEED TO TAKE CARE OF A FAMILY MEMBER,,"Trader - buying and selling of daily needs ( tooth paste, buscuit, indomie, soap etc) and food stuff","5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",4. No revenue from sales,8. NEED TO TAKE CARE OF A FAMILY MEMBER,,2. NO,,1. YES,,1,2. NO,2. NO,2. NO,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,2. NO,1. AT THIS NUMBER,,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-07-09T15:03:00
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289035,22,9910.390313302147,10636.763267654613,2. NO,2. NO,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,4. FOUR,1. YES,1. YES,,,1. YES,1. YES,1. YES,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,1,1,1,1,1,0,1,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,2. WITHIN ONE MONTH,,1. YES,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT ROUND 2,,1. Open,,,VEGETABLE AND TOMATO SELLER,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,1. YES,,1,1. YES,1. YES,1. YES,1. YES,98. DON'T KNOW,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,2. NO,2. AT A DIFFERENT NUMBER,1,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-07-06T12:19:36
6. South West,29. Osun,2901. ATAKUMOSA EAST,1. Urban,0,289040,22,20542.87107270781,,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,1,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,1,1,1. YES,2. NO,1,0,0,0,1,1,2. NO,,,,,,,,1. All of the time,1. All of the time,0. NONE,1. YES,2. NO,96. OTHER (SPECIFY),THERE WAS NO MEDICINE TO GIVE,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,2. WITHIN ONE MONTH,,2. NO,1,1,1,1,0,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,1. YES,2. Temporarily closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,RAW FOOD SELLER,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1,0,0,0,1,1,0,,,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,2. NO,1. AT THIS NUMBER,,1. COMPLETE,101,4. YORUBA,,1. YES,0,2020-07-14T13:45:42
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289043,5,22834.09003672609,22352.06220518996,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. All of the time,1. All of the time,1. ONE,2. NO,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,,,,,,,,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,Tailoring in a shop,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2. The same,,,1. YES,2,1. YES,,1,1. YES,1. YES,1. YES,1. YES,2. NO,3. HAVE NOT TRIED TO PURCHASE / ACCESS,,,,,,,,,3. HAVE NOT TRIED TO PURCHASE / ACCESS,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1. YES,,,1. COMPLETE,1,4. YORUBA,,2. NO,1,2020-07-10T12:27:44
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289046,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,,7. PHONE TURNED OFF,,,,,,2020-07-20T18:32:06
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289050,14,8785.797436992769,,2. NO,2. NO,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. Most of the time,1. All of the time,1. ONE,2. NO,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,0,0,0,1,0,0,0,,1. YES,1. YES,,,,,,,1. YES,0,0,1,0,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,2. WITHIN ONE MONTH,,1. YES,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,2. NO,,,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1,2. NO,2. NO,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-07-07T12:17:11
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289055,5,19690.861175818794,18336.03913088176,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,2. TWO,1. YES,1. YES,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,1. YES,2. PERSONAL,1. PUBLIC/COMMERCIAL TRANSPORT,1,0,0,2. NO,,,,,,,,,,,,,,,,,2. RENTED,1. RENT ALREADY DUE,3. NO,,1,1,0,0,0,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,Buying and selling of palm oil (sells in Sagamu),"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,1. YES,,1,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,4. YORUBA,,1. YES,2,2020-07-16T18:51:25
