zone,state,lga,sector,ea,hhid,indiv,wt_educ_r6,wt_educ_r6_pp_panel,wt_educ_r6_ph_panel,s5cq10,s5cq10a,s5cq11,s5cq12,s5cq12_os,s5cq12a,s5cq13a,s5cq13,s5cq13_os,s5cq14,s5cq14_os,s5cq15,s5cq16,s5cq17,s5cq17a,s5cq18,s5cq19,s5cq19_os,s5cq20,s5cq20_os,s5cq21
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209079,4,24710.386994968245,27630.820358008055,27618.645966061322,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,21. JS1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209079,5,22498.344800689436,25803.298911031045,25512.83151348456,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209079,6,25132.70181793107,30101.53655900562,29891.773684964017,1. YES,1. YES,2. NO,96. OTHER (SPECIFY),HE WAS SICK,,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209079,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209079,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,5,21246.12449970014,24629.68122639416,24519.608781634106,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,23. JS3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,6,21246.12449970014,24629.68122639416,24519.608781634106,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,23. JS3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209080,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209083,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209083,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209083,4,35560.79535059753,45821.53642697814,43116.128683657655,1. YES,1. YES,2. NO,96. OTHER (SPECIFY),HE HAS POOR EYE SIGHT AND WAS REMOVED FROM SCHOOL,,,,,,,,,,2. NO,2. NO,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209083,5,37116.59960916057,44454.698431348115,44144.915397869634,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. Urban,2556,209083,6,40661.559521779396,53548.90747776713,52500.573664741045,1. YES,1. YES,2. NO,8. MARITAL OBLIGATION,,,,,,,,,,,2. NO,2. NO,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209085,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209085,2,66601.4146,77383.228,75085.292,1. YES,1. YES,2. NO,4. AWAITING ADMISSION,,,,,,,,,,,2. NO,1. YES,51. QUARANIC,,7. NGO,,1. YES
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209085,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,3,63302.50807507145,72377.25531472306,72522.13832776107,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,25. SS2,,3. LOCAL GOVERNMENT,,2. NO
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,4,66601.4146,77383.228,75085.292,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,2. NO
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,5,66601.4146,75657.33512650614,75085.29199999999,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,2. NO
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,6,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,9,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,10,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,11,44360.10070155333,50858.1176881722,50840.36775641676,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,2. NO
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,12,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,13,43537.977737562105,48300.187214370664,48448.804838159755,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,51. QUARANIC,,4. COMMUNITY,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,14,43537.977737562105,48300.187214370664,48448.804838159755,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,14. PRIMARY 4,,3. LOCAL GOVERNMENT,,2. NO
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,15,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,16,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209087,17,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,302,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209089,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,3,32293.945919489797,37922.11138854197,37215.809861775866,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,1. YES
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,4,28990.868264103894,30912.894720598546,31125.745717964004,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,1. YES
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,5,26219.726516112285,28758.622153644563,28636.99127542357,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,1. YES
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209091,102,29508.52904063756,,,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,3. NURSERY 3,,3. LOCAL GOVERNMENT,,1. YES
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,3,65791.4337254966,70153.25121502971,70636.29201805094,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,2. NO,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,4,59502.646960089856,65264.37794899856,64988.35069136176,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,5,66601.4146,76775.64051145657,75085.292,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,2. NO,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. Rural,2222,209095,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,5,5744.050733193465,7294.861882518648,7190.896556624495,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,26. SS3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,25. SS2,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,6,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,7,7075.525249732837,8308.64265772106,8153.893705734293,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,21. JS1,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,8,7075.525249732837,8308.64265772106,8153.893705734293,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,21. JS1,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,13,6345.427145006455,7039.493678516519,7061.1539014580185,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,21. JS1,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,14,5081.463155372404,5418.35222448737,5455.660334435772,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,23. JS3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,22. JS2,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,15,6465.247165212456,7412.298349448585,7409.71139193159,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,16,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,17,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,18,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,19,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209098,302,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,3,19560.79960284342,24294.646003836602,22922.498761791016,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,1. FEDERAL GOVERNMENT,,"2. YES, SOME DAYS BUT NOT EVERY DAY",3,1. YES,1. YES,1. YES,21. JS1,,1. FEDERAL GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,4,16632.16528011121,19016.473588814006,19054.540298845004,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,16. PRIMARY 6,,1. FEDERAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,5,22321.940886589295,26212.19255212842,25723.98894369091,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,12. PRIMARY 2,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,6,20396.629217669833,23384.396175591646,23376.234815023727,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,9,23499.477758685487,27730.536127480977,27758.340396471143,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,1. FEDERAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,2. NURSERY 2,,2. STATE GOVERNMENT,,1. YES
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209099,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,6,7849.743455502942,9217.791050780452,9046.109157178285,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,15. PRIMARY 5,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,7,6373.272784256308,6990.406393899723,6960.841372868146,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,8,7172.687515354665,8223.36694523368,8220.496917621318,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,9,10914.064595626858,12037.555242357066,11254.34341479087,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209100,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,5,5013.116243499868,5731.772805081954,5743.246527184824,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,22. JS2,,1. FEDERAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,6,6147.7667833193245,7048.3123717196995,7045.852448520101,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,14. PRIMARY 4,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,8,7082.999217588486,8358.286414329408,8366.666924633735,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2026. MANI,2. Rural,1216,209107,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209113,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209113,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209113,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209113,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209113,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,8,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,11,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,12,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,14,36749.2905705532,39185.682198791175,39455.495544123114,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,2. NO
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,301,41541.1433659516,,,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,24. SS1,,2. STATE GOVERNMENT,,2. NO
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209114,302,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,5,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,6,20715.985914233624,22089.407111446544,22241.503910448355,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,7,20715.985914233624,22089.407111446544,22241.503910448355,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,8,31628.834750407957,36261.933012692,36249.27727815928,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,2. NURSERY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,9,36440.38879259789,43001.4457465592,43044.56152906723,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,1. NURSERY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,11,31042.65953977135,34438.12380172535,34544.088445391244,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,16. PRIMARY 6,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,12,20715.985914233624,22089.407111446544,22241.503910448355,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,13,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,14,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,101,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,103,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,104,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2032. SAFANA,2. Rural,50,209115,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2034. ZANGO,2. Rural,908,209121,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2034. ZANGO,2. Rural,908,209121,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2034. ZANGO,2. Rural,908,209121,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2034. ZANGO,2. Rural,908,209121,4,16508.496689961128,18875.076456285078,18912.860121007066,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,23. JS3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
