zone,state,lga,sector,ea,hhid,indiv,wt_employ_r5,wt_employ_r5_pp_panel,wt_employ_r5_ph_panel,respondent,s6q0a,s6q0c,s6q1_1,s6q1a_1,s6q1b_1,s6q1c_1,s6q1c_1_os,s6q1d_1,s6q3a_1,s6q3b_1,s6q3b_1_os,s6q6_1,s6q6a_1,s6q5a_1,s6q8b1_1,s6q8c1_1
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,1,5878.673415817633,5680.889258185548,5732.173115055034,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",24,24
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,2,4827.599366963805,5043.303873526631,5025.459344742925,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",4,4
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,4,4053.022428710838,5063.601792631892,4925.460111076145,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,6,4807.334154041926,6072.319953329373,5871.337491290131,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,"1. AGRICULTURE, HUNTING, FISHING",32,32
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,9,4807.334154041926,6072.319953329373,5871.337491290131,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,12,4807.334154041926,6072.319953329373,5871.337491290131,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",32,32
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179085,13,4807.334154041926,6072.319953329373,5871.337491290131,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"1. AGRICULTURE, HUNTING, FISHING",24,24
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,2,4687.05757352834,4896.482458295724,4879.157422097802,2. NO,2. NO,11,2. NO,1. YES,3. WITHIN THREE MONTHS,96. OTHER (SPECIFY),LACK OF MONEY,1. In their own non-farm business,,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,3,5661.237541445685,5850.157302141015,5988.015501164318,2. NO,2. NO,11,2. NO,1. YES,3. WITHIN THREE MONTHS,96. OTHER (SPECIFY),LACK OF MONEY,1. In their own non-farm business,,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,6,3935.0302347307,4916.189461349917,4782.069381049422,2. NO,2. NO,11,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,11,7650.58697899767,12653.45536096929,12070.810937075285,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",56,56
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,12,7778.970070264269,9825.90218620483,9500.683154876047,2. NO,2. NO,11,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",70,70
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,13,7778.970070264269,9825.90218620483,9500.683154876047,2. NO,2. NO,11,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179086,14,7650.58697899767,12653.45536096929,12070.810937075285,2. NO,2. NO,11,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,16
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179087,1,,,,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",14,21
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179087,2,13441.650632685922,14042.244094718984,13992.558960683858,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",12,12
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179087,3,13253.31878653899,15012.957160529353,14161.307030845268,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",24,26
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179087,4,11284.969474887193,14098.760287643054,13714.127661748102,2. NO,2. NO,1,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,40,40
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179087,401,11284.969474887193,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",70,70
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179089,1,5283.608301906374,8738.663056383955,8336.280216531692,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"1. AGRICULTURE, HUNTING, FISHING",40,40
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179089,2,6383.196028150129,7230.690671623427,6820.510413174167,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",84,84
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,3,3855.6865484921054,4870.258985951089,4709.062499387744,2. NO,2. NO,12,1. YES,,,,,,,,,"6. As an apprentice, trainee, intern",,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",6,4
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,4,3855.6865484921054,4870.258985951089,4709.062499387744,2. NO,2. NO,12,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),STILL WRITING EXAMS,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,10,5201.114579896032,6497.958887146435,6320.686067499227,2. NO,2. NO,12,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",6,1.5
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,11,6195.104491785109,6471.911214118013,6449.011898740222,2. NO,2. NO,12,2. NO,1. YES,3. WITHIN THREE MONTHS,96. OTHER (SPECIFY),NO MONEY FOR BUSINESS,1. In their own non-farm business,,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,12,3855.6865484921054,4870.258985951089,4709.062499387744,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"2. MINING, MANUFACTURING",16,12
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,13,3855.6865484921054,4870.258985951089,4709.062499387744,2. NO,2. NO,12,2. NO,1. YES,3. WITHIN THREE MONTHS,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,"6. As an apprentice, trainee, intern",,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179091,14,5201.114579896032,6497.958887146435,6320.686067499227,2. NO,2. NO,12,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,1,4677.432583728353,4520.063395475036,4560.867972659943,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",21,21
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,2,6680.870196562802,6903.815866927465,7066.503393544025,2. NO,2. NO,1,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,30,30
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,3,5453.734418156867,6177.824777583503,5827.371151643161,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,4,4643.75960650336,5801.633196370252,5643.357052562415,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,5,3825.0094574880254,4831.509628023151,4671.595672917083,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",30,30
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,6,4643.75960650336,5801.633196370252,5643.357052562415,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179092,7,4643.75960650336,5801.633196370252,5643.357052562415,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179093,1,5314.654041622645,5875.26597734329,5957.144486206413,1. YES,,,1. YES,,,,,,,,,5. As an employee for the government,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",40,30
3. North West,17. Jigawa,1723. RINGIM,1. Urban,668,179093,2,5667.32035637359,6419.768444085809,6055.589916865214,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,17. Jigawa,1725. SULE TANKAR-KAR,2. Rural,200,179103,1,12843.865351959957,14913.316449291695,14924.235894581368,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,,16,38
3. North West,17. Jigawa,1725. SULE TANKAR-KAR,2. Rural,200,179103,2,13689.716996070301,16343.695328005486,15154.951978757841,2. NO,2. NO,1,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,1. In their own non-farm business,,,,,,,,
3. North West,17. Jigawa,1725. SULE TANKAR-KAR,2. Rural,200,179103,101,11637.695002729748,,,2. NO,2. NO,1,2. NO,1. YES,98. DON'T KNOW,5. VACATION,,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180001,1,9640.581816895963,9316.230688866382,9400.332353147642,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",32,20
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180001,4,7975.982456512291,,9692.861099880485,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",28,28
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180001,5,11474.862610759516,11857.787418730544,12137.21464325135,2. NO,2. NO,1,2. NO,1. YES,2. WITHIN ONE MONTH,96. OTHER (SPECIFY),NO MONEY FOR BUSINESS,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180001,7,7975.982456512291,9964.711465374812,9692.861099880485,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",25,25
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180001,202,7753.555104600465,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",32,32
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180001,203,7883.666085021596,,,2. NO,1. YES,,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180004,4,7611.556759021844,,12009.230510964977,2. NO,2. NO,6,1. YES,,,,,,,,,1. In your own non-farm business,,4. CONSTRUCTION,21,77
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180004,5,7739.284891354303,,9452.214487769408,2. NO,2. NO,6,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",998. DON'T KNOW,998. DON'T KNOW
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180004,6,7829.910583944202,9782.218077095158,9515.34636998713,1. YES,,,2. NO,1. YES,98. DON'T KNOW,11. NOT ABLE TO FARM DUE TO LACK OF INPUTS,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180004,12,9326.292179057922,9743.005145405343,9708.531843752908,2. NO,2. NO,6,2. NO,1. YES,1. WITHIN ONE WEEK,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180004,101,7739.284891354303,,,2. NO,2. NO,6,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),HE IS WRITING EXAMS,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180004,201,7611.556759021844,,,2. NO,2. NO,6,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",63,63
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180007,1,16192.941407871544,17901.0405911076,18150.511936975232,1. YES,,,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,40,40
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180008,2,10881.007600144405,11367.187623979242,11326.967539718476,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",14,14
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180008,7,9135.175580672623,,11101.577581102012,2. NO,1. YES,,2. NO,1. YES,3. WITHIN THREE MONTHS,6. ILL / QUARANTINED,,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180008,8,9135.175580672623,11412.937446046677,11101.577581102012,2. NO,1. YES,,2. NO,1. YES,3. WITHIN THREE MONTHS,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180008,10,9135.175580672623,11412.937446046677,11101.577581102012,2. NO,1. YES,,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,1. In their own non-farm business,,,,,,,,
3. North West,18. Kaduna,1804. IGABI,1. Urban,2690,180008,401,10728.553091001691,,,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180033,1,39939.59158584294,38606.46920654491,38815.947113896895,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"1. AGRICULTURE, HUNTING, FISHING",24,3
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180033,2,32533.381645227462,38840.51640745787,36015.48787908136,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",102,102
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180033,5,27656.78597324153,36477.60705263725,34929.132414248714,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180033,9,32533.381645227462,,36015.48787908136,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",13,13
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180039,1,26424.57664369941,35328.49058325954,33552.15194513866,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",70,998. DON'T KNOW
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180039,101,34078.27062666246,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
3. North West,18. Kaduna,1803. GIWA,2. Rural,840,180039,102,31424.84896128174,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
3. North West,18. Kaduna,1803. GIWA,2. Rural,0,180040,1,11054.870693474604,12836.072353610381,12845.470852614688,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",28,28
3. North West,18. Kaduna,1803. GIWA,2. Rural,0,180040,2,12777.819286631686,14330.670527188002,13759.536095042005,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",70,70
3. North West,18. Kaduna,1803. GIWA,2. Rural,0,180040,3,9908.028161932816,13246.595559023846,12580.548435963216,2. NO,2. NO,1,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"1. AGRICULTURE, HUNTING, FISHING",28,28
3. North West,18. Kaduna,1803. GIWA,2. Rural,0,180040,4,9908.028161932816,13246.595559023846,12580.548435963216,2. NO,2. NO,1,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"1. AGRICULTURE, HUNTING, FISHING",28,28
3. North West,18. Kaduna,1803. GIWA,2. Rural,0,180040,5,9908.028161932816,13246.595559023846,12580.548435963216,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",105,105
3. North West,18. Kaduna,1803. GIWA,2. Rural,0,180040,12,12777.819286631686,14330.670527188002,13759.536095042005,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",14,14
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,1,23701.579742996397,21785.4521752957,22293.047705136425,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",42,42
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,4,16285.57063182801,,19890.042662690965,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",28,28
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,5,16285.57063182801,20570.901112804484,19890.042662690965,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",21,25
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,6,16285.57063182801,20570.901112804484,19890.042662690965,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",52,52
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,101,31605.37957925075,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",52,52
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,102,31605.37957925075,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",49,49
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180041,103,21968.363509568022,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",25,29
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180046,2,21815.554182995522,22543.55565714583,23074.791626021117,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",56,56
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180046,6,14988.113624747713,18932.035616829646,18305.420557193534,2. NO,2. NO,2,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",58,58
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180046,7,14988.113624747713,18932.035616829646,18305.420557193534,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",21,21
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180049,1,10940.817459182828,10056.319371964992,10290.629071795256,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",22,6
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180049,3,7517.535009627737,9495.67397981557,9181.384886050195,2. NO,2. NO,1,2. NO,2. NO,,,,,1. YES,4. REGISTER WITH (EMPLOYMENT CENTER),,,,,,
3. North West,18. Kaduna,1816. KUDAN,1. Urban,378,180049,14,8932.143336431884,10118.060798308035,9544.086750497814,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",2,3
3. North West,18. Kaduna,1820. SANGA,2. Rural,450,180094,3,3510.4677007070122,3393.2936669276023,3411.7056085267122,1. YES,,,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"1. AGRICULTURE, HUNTING, FISHING",96,96
3. North West,18. Kaduna,1820. SANGA,2. Rural,450,180094,8,3100.9511040055004,3477.80067909671,3339.1964377805425,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",60,60
3. North West,18. Kaduna,1820. SANGA,2. Rural,450,180094,9,2430.8774829546637,3206.1785379586963,3070.076239773111,2. NO,2. NO,3,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),EXAMS (WAEC),"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
3. North West,18. Kaduna,1820. SANGA,2. Rural,450,180096,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",49,49
