zone,state,lga,sector,ea,hhid,interviewer_id,wt_round4,wt_r4panel,s2q0a,s2q0b,s5q1c,s5q1d,s5q1e,filter3,s5q2a,s5q2b,s5q2c__1,s5q2c__2,s5q2c__3,s5q2c__4,s5q2c__5,s5q2c__6,s5q2c__96,s5q2c_os,s5q2d,s5q2e,s5q2f__1,s5q2f__2,s5q2f__3,s5q2f__4,s5q2f__5,s5q2f__6,s5q2f__7,s5q2f__8,s5q2f__9,s5q2f__96,s5q2f_os,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q5b,s5q5c,s5q21,s5q22,s5q23,s5bq1,s5bq2__9,s5bq2__1,s5bq2__2,s5bq2__3,s5bq2__4,s5bq2__5,s5bq2__6,s5bq2__7,s5bq2__8,s5bq2__96,s5bq2_os,s5bq3__1,s5bq3__2,s5bq3__3,s5bq3__4,s5bq3__5,s5bq3__6,s5bq3__7,s5bq3__8,s5bq3__9,s5bq3__10,s5bq3__11,s5bq3__12,s5bq3__13,s5bq3__96,s5bq3_os,s5bq4_1,s5bq4_2,s5bq4_3,s5bq4_4,s5bq5,s5bq6,s5bq7__1,s5bq7__2,s5bq7__3,s5bq7__4,s5bq7__5,s5bq7__6,s5bq7__7,s5bq7__8,s5bq7__9,s5bq7__10,s5bq7__11,s5bq7__12,s5bq7__13,s5bq7__96,s5bq7_os,s5bq8_1,s5bq8_2,s5bq8_3,s5bq9,s5bq10,s5bq11,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,s6q10_5,s6q10_6,s6q10_7,s6q10_8,s6q10_9,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,crop_filter1,s6q16,s6aq9,s6aq10,s6aq11,s6bq1,s6bq2__1,s6bq2__2,s6bq2__3,s6bq2__4,s6bq2__5,s6bq3,s6bq4__1,s6bq4__3,s6bq4__4,s6bq4__7,s6bq4__96,s6bq4_os,s6bq6,s6bq7,s6bq8,s6bq9,s6bq10,s6bq11,s6bq12,s6bq13,s6bq13_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309105,5,59135.19686664978,62921.63207023391,2. NO,2. NO,1. All of the time,2. Most of the time,5. FIVE OR MORE,2. NO,,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,1. YES,2. NO,1. YES,1. LOWER,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,2. Somewhat worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,3. Less than in June,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,3. The same,1. YES,2. Higher,1. YES,0,0,1,0,0,2. NO,,,,,,,1. YES,2. Higher,1. YES,1. USUAL SALE,1. YES,3. Worse than normal,4. Lower,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-08-12T11:09:54
6. South West,30. Oyo,3028. ORIRE,2. Rural,136,309112,14,4949.408896145456,5924.965751290889,2. NO,2. NO,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,1. YES,1. LOWER,1. YES,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bought a car,1,,,,5. WITHIN THE NEXT 7 TO 12 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,2. Somewhat worried,1. YES,2. NO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,98. DON'T KNOW,1. YES,98. DON'T KNOW,1. YES,0,1,1,0,0,1. YES,0,0,0,0,1,"none of above, he cant explain but he's attributting the death of 9 of his livestock to the corona virus pandemic. His response was not any of the options above.",1. YES,4. Lower,2. NO,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,1,0,0,0,0,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-08-11T12:58:52
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309126,5,24245.548816478444,23835.875739649335,2. NO,1. YES,1. All of the time,1. All of the time,5. FIVE OR MORE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,,1. YES,1. YES,1. LOWER,1. YES,0,0,1,0,0,0,1,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,1,2,,,2. WITHIN ONE MONTH,2. NO,,,,,,,,,,,,,,,,,,,4. Not worried at all,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,1,0,0,2. NO,,,,,,,1. YES,3. The same,1. YES,1. USUAL SALE,1. YES,2. Normal,2. Higher,,,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,0,1,1,1,1,1,0,0,0,0,1,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-08-21T13:19:04
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309137,5,44376.606687508494,49037.58190981343,2. NO,2. NO,2. Most of the time,1. All of the time,5. FIVE OR MORE,2. NO,,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,1,0,1,1,1,1,0,,1. YES,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,,1. Very worried,1. YES,1. YES,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,1,0,0,1. YES,1,1,1,1,0,,1. YES,4. Lower,1. YES,1. USUAL SALE,1. YES,2. Normal,2. Higher,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,0,0,1,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-12T10:32:47
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310071,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-08-24T11:07:38
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310075,4,30452.658468401147,32984.64349949787,2. NO,2. NO,3. About half of the time,3. About half of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,"2. YES, WAS PLANNING TO GO BUT DID NOT",1,0,0,0,0,0,0,0,1,0,,2. NO,,,,1. YES,1. YES,0,0,1,1,1,1,1,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,1,1,1,0,1,1. YES,1,1,1,1,0,,1. YES,2. Higher,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,2. Normal,4. Lower,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,4. Not worried at all,1,1,0,0,0,0,0,1,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,1,2020-08-19T08:44:29
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310076,12,11111.204004778012,,2. NO,2. NO,1. All of the time,1. All of the time,0. NONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,1. YES,98. DON'T KNOW,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,1,1,1,0,0,2. NO,,,,,,,1. YES,2. Higher,1. YES,1. USUAL SALE,1. YES,1. Better than normal,4. Lower,,,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,4. Not a threat at all,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-08-14T17:22:46
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,21,9351.865464882083,9711.740353691936,2. NO,2. NO,3. About half of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,1,0,0,0,,1. YES,,1. YES,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,2. Temporarily closed,9. SEASONAL CLOSURE,,1. YES,BUYING AND SELLING OF GOATS AND CHECKENS,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less than in June,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,0,1,1,0,1,1. YES,0,1,0,0,0,,1. YES,1. Much higher,1. YES,1. USUAL SALE,1. YES,1. Better than normal,1. Much higher,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-08-16T10:48:58
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,4,16317.148895208724,17140.020162876706,2. NO,2. NO,1. All of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,,2. NO,1. YES,2. THE SAME,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,1. YES,,,,70,1. More hours,1. YES,11,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,1,1,1,0,1,1. YES,1,1,1,1,0,,1. YES,1. Much higher,1. YES,1. USUAL SALE,1. YES,3. Worse than normal,2. Higher,,,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3. Not too worried,0,1,0,0,0,0,0,0,0,,3. Not much of a threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,2,2020-08-12T22:25:54
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,4,33647.25623768737,35079.82902863682,2. NO,2. NO,1. All of the time,1. All of the time,5. FIVE OR MORE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,0,1,0,1,1,0,0,,1. YES,,2. NO,2. NO,,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,1. YES,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1,,,1. Very worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,4. Lower,1. YES,5. Much lower,1. YES,1,1,1,0,1,2. NO,,,,,,,1. YES,5. Much lower,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,1. Better than normal,4. Lower,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-08-09T16:26:54
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,23,16525.16958273908,18754.479144844074,2. NO,2. NO,1. All of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,1. YES,2. NO,1. YES,2. THE SAME,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,2. Temporarily closed,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,CAPENTRY,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2. The same as in June,,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,0,1,0,0,0,2. NO,,,,,,,1. YES,3. The same,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,1. Better than normal,4. Lower,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,1. ENGLISH,,,0,2020-08-12T08:22:18
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,12,28652.319408214968,29652.46775484627,2. NO,2. NO,1. All of the time,1. All of the time,0. NONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,0,1,1,0,0,1. YES,1,1,1,1,0,,1. YES,4. Lower,1. YES,1. USUAL SALE,2. NO,,,5. FALL IN PRICES/ IT WAS NOT PROFITABLE,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,3. HAUSA,,1. YES,0,2020-08-17T15:31:48
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,19,12730.931802803923,13171.360274675213,1. YES,2. NO,2. Most of the time,1. All of the time,3. THREE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,0,0,1,0,,2. NO,1. YES,2. NO,2. NO,,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,2. Somewhat worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,2. Temporarily closed,4. CAN'T GET INPUTS,,1. YES,viewing center,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less than in June,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,0,0,0,2. NO,,,,,,,2. NO,,2. NO,,,,,,,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,0,1,1,1,1,1,1,0,1,0,0,0,1. COMPLETE,2,3. HAUSA,,1. YES,0,2020-08-14T20:09:05
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310097,16,28837.55636971111,31511.8662716586,2. NO,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,2. NO,1. LACK OF MONEY,,1. YES,2. NO,,,,,,,,,,1. YES,,1. YES,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,96. OTHER (SPECIFY),No money to buy items,2. NO,,,,,,1. YES,,5. Much lower,1. YES,5. Much lower,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,1. ENGLISH,,,0,2020-08-20T20:22:04
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,21,23499.27646876757,25782.320713555495,2. NO,2. NO,4. Some of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,1. YES,,2. NO,1. YES,3. HIGHER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,,3. Not too worried,2. NO,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,1. YES,1. Open,,,,RESTAURANT,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,1,0,1,2. NO,,,,,,,1. YES,4. Lower,1. YES,1. USUAL SALE,1. YES,3. Worse than normal,4. Lower,,,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-08-17T16:24:55
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,12,26620.648656828256,27055.108333787884,2. NO,2. NO,1. All of the time,1. All of the time,3. THREE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,3. Permanently closed,96. OTHER (SPECIFY),HE ONLY SOLD FIREWOOD TO EARN ADDITIONAL MONEY FOR FARMING AND HAS STOPPED COMPLETELY NOW.,1. YES,BUY AND SELL SOAPS,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,98. DON'T KNOW,1. YES,98. DON'T KNOW,1. YES,1,1,0,0,0,2. NO,,,,,,,1. YES,2. Higher,2. NO,,,,,,,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,0,1,1,1,1,1,1,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-08-10T08:46:04
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,19,47227.7464210478,53525.23880429629,2. NO,2. NO,2. Most of the time,4. Some of the time,1. ONE,2. NO,,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,3. Less than in June,4. CAN'T GET INPUTS,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,0,0,0,2. NO,,,,,,,1. YES,3. The same,1. YES,1. USUAL SALE,1. YES,1. Better than normal,4. Lower,,,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,3. HAUSA,,1. YES,1,2020-08-14T11:37:24
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,16,38504.0043882002,40525.70476629204,2. NO,2. NO,2. Most of the time,2. Most of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,4. Lower,1. YES,3. The same,1. YES,0,1,1,0,0,2. NO,,,,,,,2. NO,,2. NO,,,,,,,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-12T18:57:55
