zone,state,lga,sector,ea,hhid,shock_cd,shock_cd_os,s10q1,s10q3__1,s10q3__6,s10q3__7,s10q3__8,s10q3__9,s10q3__11,s10q3__12,s10q3__13,s10q3__14,s10q3__15,s10q3__16,s10q3__17,s10q3__18,s10q3__19,s10q3__20,s10q3__21,s10q3__96,s10q3_os
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,10. Increase in price of farming/business inputs,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149067,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Reported to security
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Adjusted  the quantity to be purchased
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149068,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,11. Fall in the price of farming/business output,,1. YES,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149070,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,10. Increase in price of farming/business inputs,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,11. Fall in the price of farming/business output,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149072,96. Other (Specify),transportion of goods to market,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,10. Increase in price of farming/business inputs,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149074,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,6. Nonfarm business closure,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,did the cultivation himself
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,10. Increase in price of farming/business inputs,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1405. ENUGU SOUTH,1. Urban,846,149078,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,reduce the quantity we buy
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149086,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Used other alternative measures to control the disruption
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149088,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149089,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,buy the ones i have money buy
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149093,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we buy at market price
4. South East,14. Enugu,1406. EZEAGU,2. Rural,1002,149094,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,10. Increase in price of farming/business inputs,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,836,149105,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,"8. Disruption of farming, livestock, fishing activities",,1. YES,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,10. Increase in price of farming/business inputs,,1. YES,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,11. Fall in the price of farming/business output,,1. YES,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,12. Increase in price of major food items consumed,,1. YES,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we bought at that price
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we buy at the market price
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,5. Job loss,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,10. Increase in price of farming/business inputs,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,12. Increase in price of major food items consumed,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,5. Job loss,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,6. Nonfarm business closure,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pray to God about it
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,10. Increase in price of farming/business inputs,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,solt them like that and endured
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
