zone,state,lga,sector,ea,hhid,source_cd,source_cd_os,s7q1,s7q2
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,8. PENSION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149111,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,8. PENSION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149114,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,8. PENSION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149119,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,8. PENSION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,9. ASSISTANCE FROM THE GOVERNMENT,,1. YES,3. Reduced
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1411. NKANU EAST,2. Rural,1414,149120,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,1. Increased
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,8. PENSION,,1. YES,2. Stayed the same
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149122,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,8. PENSION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149123,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,8. PENSION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149126,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,8. PENSION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149129,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,8. PENSION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149130,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,8. PENSION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1416. UDI,2. Rural,1134,149132,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,8. PENSION,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149134,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,8. PENSION,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,96. OTHER (SPECIFY),,2. NO,
4. South East,14. Enugu,1417. UZO-UWANI,2. Rural,36,149136,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,8. PENSION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,96. OTHER (SPECIFY),,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150002,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,8. PENSION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,96. OTHER (SPECIFY),,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150005,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,8. PENSION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,96. OTHER (SPECIFY),,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150007,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,8. PENSION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,96. OTHER (SPECIFY),,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150008,99. TOTAL HOUSEHOLD INCOME,,,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,8. PENSION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,96. OTHER (SPECIFY),,2. NO,
2. North East,15. Gombe,1506. GOMBE,1. Urban,398,150010,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,8. PENSION,,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150012,96. OTHER (SPECIFY),,2. NO,
